가구구분코드,가구원수,가구주_관계코드,가구주_성별코드,가구주_연령,가구주_학력코드,가구주_수학구분코드,가구주_취업여부,가구주_7차직업분류코드,가구주_종사상지위코드,입주형태코드,월세평가금액,전세보증금,월세사글세,소득구간코드,가계지출금액,가계지출_소비지출금액,가계지출_소비지출_식료품비주류음료구입비,가계지출_소비지출_주류담배구입비,가계지출_소비지출_의류신발구입비,가계지출_소비지출_주거수도광열비,가계지출_소비지출_가정용품가사서비스이용금액,가계지출_소비지출_보건제품구입비,가계지출_소비지출_교통비,가계지출_소비지출_통신비,가계지출_소비지출_오락문화비,가계지출_소비지출_오락문화_영상음향기기구입비,가계지출_소비지출_오락문화_사진광학장비구입비,가계지출_소비지출_오락문화_정보처리장치구입비,가계지출_소비지출_오락문화_기록매체구입비,가계지출_소비지출_오락문화_영상음향정보기기수리비,가계지출_소비지출_오락문화_내구재구입비,가계지출_소비지출_오락문화_악기기구구입비,가계지출_소비지출_오락문화_오락문화내구재유지수리비,가계지출_소비지출_오락문화_장난감취미용품구입비,가계지출_소비지출_오락문화_캠핑운동관련용품구입비,가계지출_소비지출_오락문화_화훼관련용품구입비,가계지출_소비지출_오락문화_애완동물관련물품구입비,가계지출_소비지출_오락문화_화훼애완동물서비스이용금액,가계지출_소비지출_오락문화_운동오락서비스이용금액,가계지출_소비지출_오락문화_문화서비스이용금액,가계지출_소비지출_오락문화_복권구입비,가계지출_소비지출_오락문화_서적구입비,가계지출_소비지출_오락문화_기타인쇄물구입비,가계지출_소비지출_오락문화_문구구입비,가계지출_소비지출_오락문화_단체여행경비,가계지출_소비지출_교육비,가계지출_소비지출_음식숙박비,가계지출_소비지출_음식숙박_식대,가계지출_소비지출_음식숙박_숙박비,가계지출_소비지출_기타상품서비스이용금액,도시읍면부구분코드,조사연도
1,1,1,2,23,6,2,1,5,2.0,4,300,60000,0,2,1380846,1203403,71873,4817,42439,84478,24837,34242,89183,19000,229927,0,41667,7543,0,0,0,0,0,0,0,0,0,0,32400,80600,0,0,0,1667,66050,118750,408360,408360,0,75497,1,2022
1,1,1,2,32,6,1,1,3,1.0,7,300,0,0,4,2907768,2016473,229428,5500,186450,378570,55879,34850,92600,65301,456102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386692,0,16500,0,52910,0,0,438400,408400,30000,73394,1,2022
1,1,1,1,28,6,1,1,3,1.0,2,350,0,0,4,1490470,1267510,27400,0,0,443110,0,0,293900,0,34500,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,24500,0,0,0,0,0,0,408600,408600,0,60000,1,2022
1,1,1,2,29,5,1,1,3,1.0,4,550,110000,0,4,2134248,1351707,122134,0,71060,107024,1396,26234,181152,88387,183652,0,0,0,0,0,0,0,0,19160,0,0,0,0,30000,134152,0,0,0,340,0,0,443564,408764,34800,127104,1,2022
2,1,1,2,25,6,1,2,Z,,6,310,3000,0,2,1499602,1467602,91430,3977,86303,532455,23537,0,130840,4773,90750,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,56397,7000,2987,0,11367,0,0,408823,408823,0,94714,1,2022
1,1,1,1,33,6,1,1,2,1.0,2,330,0,0,4,1941516,1667285,157231,77543,137200,332118,8103,41898,197349,457,197370,0,0,0,0,0,0,0,0,500,833,18333,19537,32667,8333,117000,0,0,0,167,0,0,410683,410683,0,107331,0,2022
1,1,1,2,21,4,1,1,2,1.0,6,750,120000,0,3,2176098,1763728,174561,4638,194329,253725,88725,25825,111940,68181,353403,72625,0,100000,0,0,0,0,0,8950,39193,0,0,77500,4750,36708,0,1498,12180,0,0,0,410943,410943,0,77459,1,2022
2,1,1,1,25,6,2,2,Z,,7,450,0,0,3,862316,862316,34590,0,58000,43495,1750,47350,159550,52931,47150,0,0,0,0,0,0,0,0,0,0,0,0,0,13500,33650,0,0,0,0,0,0,411850,411850,0,5650,1,2022
1,1,1,2,23,6,2,1,3,2.0,6,460,5000,0,3,2267292,2045302,50674,30760,12580,557710,10740,4180,92190,47970,53734,0,0,0,0,0,0,0,0,2000,6984,0,0,0,17900,25850,0,0,0,1000,0,709000,412298,412298,0,63466,1,2022
1,1,1,1,30,6,4,1,2,1.0,6,290,2000,0,3,1730560,1592700,107673,27070,39397,382792,57860,21178,197195,84651,119273,0,0,0,0,0,0,0,0,3500,0,0,0,0,82283,27258,0,3000,0,3232,0,0,429908,412492,17417,125703,1,2022
1,1,1,2,26,6,1,1,9,3.0,6,468,2000,0,2,1736236,1714324,191744,8972,46182,563410,7473,105105,25883,58276,172402,1000,0,2983,1750,0,0,0,0,56833,167,0,0,0,46667,42152,0,17700,0,3150,0,58333,412825,412825,0,63719,1,2022
1,1,1,1,27,4,1,1,5,1.0,4,300,60000,0,4,5448051,4257795,243020,165700,1216420,213073,222743,16800,387775,211413,958708,0,0,292375,0,0,0,0,0,27500,26400,0,347570,120250,15875,128738,0,0,0,0,0,0,413238,413238,0,208907,1,2022
2,1,1,1,29,6,4,2,Z,,2,700,0,0,2,1570805,1508636,41800,0,0,836230,0,25100,59550,75184,56810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56810,0,0,0,0,0,0,413790,413790,0,172,1,2022
1,1,1,1,34,5,1,1,7,1.0,5,350,45800,0,5,3282259,2437082,214658,59083,105487,205588,307522,200681,283695,387480,91837,0,0,26105,0,0,0,0,0,6117,0,0,7258,0,23333,28524,0,0,0,500,0,0,414210,414210,0,166841,1,2022
1,1,1,2,27,5,1,1,2,1.0,4,720,180000,0,3,1140960,755590,125850,3990,0,82850,14140,0,33300,53250,27610,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,6610,0,0,0,0,0,0,414600,414600,0,0,1,2022
2,1,1,1,22,6,2,2,Z,,6,874,10000,0,2,1247376,1247376,80045,0,162390,102785,30520,0,179043,71531,130803,0,0,0,0,0,0,0,0,0,0,0,0,0,12950,106225,0,11628,0,0,0,0,414975,414975,0,75285,1,2022
1,1,1,2,32,4,1,1,3,1.0,4,250,50000,0,3,2401586,2078588,171388,0,84058,72580,109091,287358,147389,65475,532114,0,0,6733,2225,0,0,0,0,6725,2835,0,403455,62000,0,43469,0,0,0,4673,0,0,414983,414983,0,194154,1,2022
1,1,1,2,31,6,1,1,2,1.0,4,390,130000,0,4,2583816,2011618,188508,4215,518243,106438,62375,71788,215195,52435,99200,0,2133,0,0,0,0,0,0,0,2000,0,0,0,90283,4783,0,0,0,0,0,57000,440830,415247,25583,195390,1,2022
1,1,1,1,31,6,1,1,2,1.0,4,960,60000,0,4,6259431,5142152,82036,9860,108920,195412,646,289700,3796799,85373,67217,0,0,0,0,0,0,0,0,0,0,0,0,0,3760,63457,0,0,0,0,0,0,415300,415300,0,90889,1,2022
1,1,1,2,32,6,1,1,3,1.0,7,300,0,0,5,4194083,2862144,178555,0,211130,390090,104660,740263,137057,56034,84772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35682,0,36590,0,12500,0,0,415456,415456,0,544128,1,2022
1,1,1,1,33,6,1,1,3,2.0,2,950,0,0,3,2899561,2577066,241202,59687,8317,1235551,10952,29417,175988,84657,116983,9500,0,15083,0,0,0,0,0,0,0,0,0,0,23333,41867,18667,8117,0,417,0,83333,431467,416467,15000,99514,1,2022
1,1,1,1,26,6,2,1,4,3.0,2,1500,0,0,3,2577048,2577048,3500,0,225939,1714293,0,0,167110,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,6500,0,0,0,2200,0,0,417400,417400,0,37106,1,2022
2,1,1,1,26,6,1,2,Z,,6,190,1000,0,2,974360,963854,249196,5372,8729,230318,120613,9797,19787,44180,200705,0,0,108833,0,0,0,0,0,1833,500,0,0,0,8667,22833,0,51388,0,6650,0,0,42033,42033,0,33125,1,2022
1,1,1,1,29,7,2,1,2,1.0,6,550,5000,0,4,3889681,2408213,171975,1617,45317,518358,55083,68717,478027,46990,31157,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,25990,0,0,0,167,0,509667,421729,421729,0,59577,1,2022
1,1,1,2,29,6,1,1,4,1.0,3,656,3000,0,4,2643911,2404487,76307,13933,59833,756243,2597,27140,109850,467700,136920,0,0,0,0,0,0,0,30000,0,1000,0,0,0,30000,75920,0,0,0,0,0,0,440293,421960,18333,313671,1,2022
2,1,1,2,21,4,1,2,Z,,6,575,5000,0,1,1856026,1839786,135560,90120,152888,646142,51012,32456,68630,0,85746,0,0,0,0,0,0,0,0,0,5380,0,0,0,71000,9366,0,0,0,0,0,96000,440190,422190,18000,41042,1,2022
1,1,1,1,30,6,1,1,5,1.0,6,347,2000,0,4,2300409,1747269,110042,119315,87933,353378,11713,9545,254861,52073,141228,0,0,0,0,0,0,0,0,0,2998,18775,0,0,76333,39955,0,2833,0,333,0,95000,423047,423047,0,89134,0,2022
1,1,1,2,28,6,1,1,2,1.0,4,550,160000,0,3,2779353,2512973,58550,8300,1010532,166080,42426,69050,137340,48450,86540,0,0,0,0,0,0,0,0,15900,0,0,0,0,0,70640,0,0,0,0,0,0,424160,424160,0,461545,1,2022
1,1,1,1,26,6,1,1,2,1.0,6,365,3000,0,4,2741811,1809634,146108,77178,64855,430687,13155,29107,85563,53958,286140,0,0,0,0,0,0,0,0,20317,0,5000,0,0,227221,21769,11500,0,0,333,0,0,516987,424403,92583,105897,1,2022
1,1,1,1,27,7,1,1,3,1.0,4,300,45000,0,7,2168538,1086283,73218,0,66200,74954,6230,13600,120080,47139,157010,0,0,0,0,0,0,0,0,3000,8000,0,0,0,104400,14610,0,0,0,0,27000,4000,424620,424620,0,99232,1,2022
1,1,1,2,27,6,1,1,4,1.0,4,450,100000,0,3,1276533,971863,63000,0,50000,66000,0,70000,110900,82463,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,425000,425000,0,102000,1,2022
1,1,1,2,30,5,1,1,2,1.0,4,700,110000,0,4,2872860,2231866,121875,78600,156188,113610,37360,177560,531443,97410,65530,17500,0,0,0,0,0,0,0,0,14000,0,0,0,0,31780,1250,0,0,1000,0,0,507215,425715,81500,345076,1,2022
1,1,1,1,22,6,1,1,5,1.0,6,1300,5000,0,5,24073373,21875463,64050,52250,109000,692795,75700,500000,19345000,54406,226000,0,0,0,0,0,0,0,0,0,0,0,0,0,208500,2500,5000,10000,0,0,0,0,516750,426750,90000,239513,1,2022
1,1,1,2,31,6,1,1,3,1.0,6,320,3000,0,3,1879440,1464780,65200,0,110740,431730,16600,0,155000,70100,85900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85900,0,0,0,0,0,0,427000,427000,0,102510,0,2022
1,1,1,2,30,6,1,1,3,1.0,4,700,210000,0,4,2182225,1658453,247039,8195,187915,141855,18813,126833,145220,78150,127530,0,0,0,0,0,0,0,0,0,1251,0,0,0,500,109282,0,16498,0,0,0,33667,433517,427024,6493,109719,1,2022
1,1,1,2,21,4,1,1,3,1.0,6,450,3000,0,3,1812144,1463561,64887,11700,32513,375607,95057,48930,92870,53650,91387,0,0,0,0,0,0,0,0,0,0,2333,0,16667,4167,17167,333,0,0,0,50720,0,450800,428687,22113,146161,1,2022
1,1,1,1,29,6,1,1,3,1.0,6,565,10000,0,6,3603723,2125053,76420,0,396843,641390,30210,22000,181700,91120,159450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49450,0,110000,0,0,0,0,429130,429130,0,96790,1,2022
1,1,1,2,29,4,1,1,2,1.0,4,450,70000,0,3,1815989,1557459,258110,0,71855,158450,3000,346960,97900,52448,47082,0,0,0,0,0,0,0,0,0,0,0,35900,0,0,9682,0,0,0,1500,0,0,430741,430741,0,90913,1,2022
1,1,1,2,22,5,1,1,2,1.0,4,500,47000,0,3,2153679,1830596,105850,45810,69025,171880,12160,181520,277490,84620,219870,0,0,179500,0,0,0,0,0,0,0,0,0,0,9000,31370,0,0,0,0,0,0,538558,431505,107053,123813,1,2022
1,1,1,2,31,6,1,1,3,1.0,4,350,70000,0,3,2050850,1485261,84557,35280,153841,85937,62054,13765,150187,79640,226251,0,0,333,0,0,0,0,0,8167,0,9667,833,3833,0,6918,0,1500,0,0,195000,0,461023,431607,29417,132726,1,2022
1,1,1,2,30,6,1,1,3,1.0,4,500,100000,0,4,2682654,1982224,194020,33475,298322,129845,47885,73370,162820,97306,225876,5450,0,4250,0,0,0,0,0,0,0,0,87546,54000,0,59200,2000,0,0,13430,0,9750,431740,431740,0,277815,1,2022
1,1,1,2,30,6,1,1,2,1.0,6,700,10000,0,3,2524014,2000208,278528,14875,85117,692532,1333,11667,110967,251207,16357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11190,0,5167,0,0,0,0,431933,431933,0,105692,1,2022
2,1,1,2,30,6,1,2,Z,,1,600,0,110000,1,3799582,3799575,340617,2293,77900,58123,1868383,57500,305800,104154,294267,0,0,0,0,8333,0,0,0,139667,0,58600,0,0,0,76100,0,0,0,11567,0,0,432410,432410,0,258127,0,2022
1,1,1,2,25,6,1,1,8,1.0,4,360,52500,0,5,2178830,1638214,153600,3667,78047,84567,10440,42056,192830,62096,135623,0,0,11227,0,0,0,0,0,0,0,0,0,0,113333,5063,0,6000,0,0,0,106667,544939,432433,112505,223683,1,2022
1,1,1,1,32,6,1,1,3,1.0,6,270,5000,0,3,2127097,1731967,311790,0,265400,320690,0,85400,157000,42090,24947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24947,0,0,0,0,0,0,432690,432690,0,91960,1,2022
1,1,1,2,27,6,1,1,2,1.0,6,400,30000,0,4,1926990,1680345,43800,0,99500,422505,0,0,113125,471250,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7780,0,0,0,0,0,0,434800,434800,0,87585,1,2022
1,1,1,2,30,7,1,1,3,1.0,4,450,65000,0,5,2121344,1352709,92373,8525,248941,123955,18950,45395,64648,69001,61575,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,56575,0,0,0,0,0,0,436058,436058,0,183290,1,2022
1,1,1,1,27,6,1,1,2,1.0,6,380,3000,0,4,1883206,1260392,54200,4740,0,411810,0,29700,162150,51731,63300,0,0,0,0,0,0,0,0,0,0,0,45800,0,0,2500,15000,0,0,0,0,0,436500,436500,0,46261,1,2022
1,1,1,2,27,7,1,1,2,1.0,3,430,5000,0,6,4592565,3595671,175732,0,505704,476866,34926,719790,176214,408903,397847,0,0,1960,3308,0,0,0,0,0,0,0,0,0,0,23929,0,8650,0,0,360000,0,437356,437356,0,262332,1,2022
1,1,1,1,26,7,2,1,2,1.0,4,350,70000,0,2,1424656,1268017,74707,6717,107142,62005,3928,44158,172543,33933,63090,0,0,25581,0,0,0,0,0,0,3650,0,0,0,21409,5667,6250,0,0,533,0,125000,487402,437452,49950,87391,1,2022
1,1,1,1,29,4,1,1,3,1.0,3,300,3000,0,3,2140877,1865972,31417,64100,31527,491255,3263,1767,300983,105650,333012,0,0,0,0,0,0,0,0,1667,43333,4167,0,0,201667,32179,0,0,0,0,50000,0,438400,438400,0,64598,1,2022
2,1,1,1,27,4,1,2,Z,,6,300,1000,0,2,3322075,3176775,73018,50000,47620,358548,37390,819280,626900,62900,500078,0,0,60000,0,0,0,0,0,2900,56200,4000,4400,0,254040,80662,0,0,0,37876,0,10000,475926,438666,37260,115115,1,2022
2,1,1,1,22,6,2,2,Z,,4,300,40000,0,3,2312435,2193646,60175,6750,2450,49490,29500,630800,92715,15813,45548,0,0,0,0,0,0,0,0,0,0,0,0,0,32250,10673,0,0,0,2625,0,765000,467264,438764,28500,28142,1,2022
1,1,1,2,27,6,1,1,3,1.0,5,190,26500,0,4,3712100,2851829,101140,0,329998,158195,10990,110065,1054915,72000,253026,0,0,0,2500,0,0,0,0,6000,0,0,0,0,12700,231826,0,0,0,0,0,0,636825,439825,197000,124675,1,2022
1,1,1,2,26,5,1,1,5,1.0,4,450,130000,0,2,1951019,1611273,157100,11260,112242,107293,53771,55942,90825,62462,56110,0,0,0,0,0,0,0,0,500,2263,5000,0,0,0,45097,2917,0,0,333,0,257833,466398,440065,26333,180037,1,2022
1,1,1,2,21,6,2,1,4,2.0,4,430,120000,0,2,2297020,2108270,59841,0,165298,91576,71664,27088,86420,157076,166387,0,0,0,0,0,0,0,0,0,0,0,104477,18480,28520,14910,0,0,0,0,0,640000,462160,440160,22000,180759,1,2022
1,1,1,1,32,6,1,1,3,1.0,6,380,2000,0,4,3045090,1941918,123770,2010,100007,441848,20915,97282,429773,57488,117150,0,0,34833,0,0,0,0,0,0,0,0,0,0,22867,45417,833,13033,0,167,0,29917,468567,440233,28333,53192,1,2022
2,1,1,1,27,6,1,1,5,7.0,6,400,40000,0,2,1297191,1227724,45867,117000,6000,174883,667,0,180800,92405,82120,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,22120,0,0,0,0,0,0,440467,440467,0,87516,1,2022
1,1,1,2,26,7,1,1,2,1.0,4,500,84800,0,5,2333538,1598918,21298,0,238450,106630,11688,187890,190400,34231,68463,0,0,0,0,0,0,0,0,0,23513,0,0,0,0,24250,0,0,0,20700,0,0,496683,442758,53925,243188,1,2022
2,1,1,1,32,4,1,1,2,5.0,6,404,20000,0,3,1614319,1346392,135345,1750,18750,369585,10938,37750,80328,60302,57567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57567,0,0,0,0,0,0,465268,443268,22000,108811,1,2022
1,1,1,1,32,6,1,1,3,1.0,4,550,70000,0,3,1845373,1460293,309163,9817,114413,129153,5000,31853,203109,48217,54433,0,0,0,0,0,0,0,0,0,0,10000,0,0,17120,25647,1667,0,0,0,0,0,443300,443300,0,111835,1,2022
1,1,1,1,32,5,1,1,8,1.0,4,350,30000,0,5,3308780,2525284,252144,90725,264473,84347,109548,135880,470569,95856,246793,4967,0,0,0,10500,0,0,0,3033,8783,5483,0,0,75000,88001,0,27300,0,23725,0,0,520342,444008,76333,254607,1,2022
1,1,1,1,23,4,1,1,9,2.0,2,400,0,0,3,1820763,1658848,83173,41625,93550,488270,9153,40260,247350,98595,73498,17498,0,3000,0,0,0,0,0,0,0,0,0,0,11950,41050,0,0,0,0,0,0,445200,445200,0,38175,1,2022
1,1,1,2,34,6,1,1,2,1.0,4,400,100000,0,5,2700276,2002559,161480,3175,102001,115344,109283,385149,190295,83999,164075,1250,1250,0,1498,0,0,0,0,1130,750,87500,0,0,66775,3923,0,0,0,0,0,0,445515,445515,0,242244,1,2022
2,1,1,2,24,3,4,2,Z,,6,470,5000,0,1,1535590,1519150,57740,6000,53611,590730,39360,46430,44263,80236,40017,0,0,0,0,0,0,0,0,333,3163,0,0,0,0,33160,0,0,333,3027,0,0,445833,445833,0,114930,1,2022
1,1,1,1,31,6,1,1,3,1.0,6,500,20000,0,3,2227609,1858518,239267,21617,22983,556703,66663,41633,192507,59520,129613,66667,0,2077,23587,0,0,0,0,0,0,7333,1133,0,0,20050,0,0,8167,600,0,0,445843,445843,0,82168,1,2022
1,1,1,1,31,6,1,1,3,1.0,6,480,20000,0,5,2554817,1806533,79448,2833,146950,498525,10700,9483,275350,55690,45182,0,0,0,0,0,0,0,0,0,0,5000,0,29133,0,11048,0,0,0,0,0,215000,447493,447493,0,19878,1,2022
2,1,1,1,25,5,1,1,2,5.0,4,891,297000,0,5,2210513,2012600,83760,35383,11933,89430,34112,336227,141658,93490,224998,0,0,4025,0,0,0,0,0,0,0,0,0,0,141933,77273,0,1767,0,0,0,410000,467867,447533,20333,83742,1,2022
1,1,1,1,29,6,1,1,4,1.0,6,328,2000,0,4,2415423,1919813,87700,109150,365355,365575,0,6950,195000,60915,217550,0,0,0,0,0,0,0,0,0,0,0,0,0,190950,26600,0,0,0,0,0,0,447795,447795,0,63823,0,2022
1,1,1,2,28,4,1,1,4,1.0,6,583,2000,0,3,2072021,1812551,83012,0,92650,740868,5388,64117,22847,79158,190410,0,0,0,0,0,0,0,0,0,0,0,64167,30167,3250,92826,0,0,0,0,0,0,448208,448208,0,85893,1,2022
1,1,1,1,24,6,2,1,4,2.0,6,300,1000,0,2,1135783,1135783,111485,11067,67723,72855,1703,32183,149570,18000,149392,0,0,0,0,22500,0,0,0,0,0,0,0,0,94442,28667,0,3283,0,500,0,0,448400,448400,0,73405,1,2022
1,1,1,2,30,6,1,1,3,1.0,4,1125,180000,0,4,3201730,2367157,63059,5085,405831,84095,93003,25454,95000,17814,982961,10075,0,919980,0,0,0,0,0,0,0,0,0,0,0,32451,7250,13205,0,0,0,0,449250,449250,0,145606,1,2022
1,1,1,2,23,4,1,1,3,1.0,6,400,30988,0,3,2071086,1777976,67115,1283,109915,193375,46317,130110,206144,34923,137692,1667,0,1000,0,0,0,0,0,333,2600,0,61390,13133,22750,26725,1417,2167,0,4510,0,0,470963,450046,20917,380141,1,2022
1,1,1,2,22,5,1,1,5,2.0,6,320,5000,0,2,1474900,1331037,115090,0,92443,392048,7595,98172,38468,37455,14475,0,0,0,1250,0,0,0,0,1375,0,0,0,0,7000,4850,0,0,0,0,0,0,456410,450785,5625,78883,1,2022
1,1,1,1,34,6,1,1,5,1.0,1,1100,0,300000,3,2333255,1763245,125455,27708,206592,171932,24538,18667,173817,92861,295867,0,0,1500,0,0,0,0,0,18167,57500,46167,138233,0,18333,15967,0,0,0,0,0,0,573438,451250,122188,52371,1,2022
1,1,1,1,31,6,1,1,3,1.0,4,350,63000,0,4,7301683,3682709,90850,201500,0,93580,500,510765,1691806,45592,436817,390450,0,0,0,0,0,0,0,27500,0,0,0,0,0,18867,0,0,0,0,0,0,451500,451500,0,159799,0,2022
1,1,1,1,24,6,2,1,3,1.0,6,300,5000,0,4,2413884,2056647,21676,53760,50517,389764,2620,1640,152544,446534,99406,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,89606,0,0,0,0,0,230000,452024,452024,0,156163,0,2022
1,1,1,1,32,6,1,1,5,2.0,6,500,3000,0,2,1088620,885169,245827,700,13617,284318,11697,10050,14500,44393,155256,1483,0,0,0,0,0,0,0,9833,0,6300,0,0,0,114973,10000,12667,0,0,0,0,45250,45250,0,59562,1,2022
1,1,1,1,30,6,1,1,8,1.0,4,700,85000,0,4,2381903,1558702,100797,197553,0,103603,3432,3133,386657,69120,122233,0,0,56500,0,0,0,0,0,0,0,0,0,0,20667,44567,0,0,0,500,0,0,461497,452913,8583,110676,1,2022
1,1,1,2,26,4,1,1,3,2.0,6,350,2000,0,2,1706576,1499106,99332,22417,108500,444605,28283,36558,63917,88961,88163,2167,0,0,0,0,0,0,0,0,0,0,0,0,16167,33313,0,0,0,1850,34667,0,453110,453110,0,65260,1,2022
1,1,1,2,26,7,2,1,2,2.0,4,500,55000,0,3,2760402,2496920,100998,64245,212603,50097,26023,197535,85964,76010,391648,0,0,0,0,0,0,0,0,9667,0,5000,0,0,15417,18970,0,0,0,0,342595,704167,453816,453816,0,133814,1,2022
1,1,1,1,31,4,1,1,8,1.0,1,400,0,200000,4,1864517,1180964,108142,23433,83317,160043,8367,0,134000,51566,15502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15502,0,0,0,0,0,0,530100,455100,75000,66495,1,2022
1,1,1,2,28,6,1,1,2,1.0,2,400,0,0,4,2855861,2272454,214396,47675,96201,436642,41394,64845,284627,47071,119384,51550,0,0,0,0,0,0,0,11633,0,0,3000,0,34847,18187,0,0,0,167,0,0,518131,455131,63000,402089,1,2022
1,1,1,1,29,5,1,1,8,1.0,6,360,1000,0,4,2076759,1588175,47307,51293,23667,386867,24208,32892,114027,329893,67250,0,0,0,0,733,0,0,0,0,4983,0,650,42950,1667,16266,0,0,0,0,0,0,466262,455428,10833,44511,1,2022
1,1,1,1,28,5,1,1,8,1.0,6,310,2000,0,4,2701092,1982192,62290,0,0,390055,0,0,90079,913642,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800,0,0,0,0,0,0,456400,456400,0,57926,1,2022
1,1,1,2,23,6,1,1,2,1.0,6,330,2000,0,3,2316361,2048959,142526,18258,382435,352390,62802,23285,211110,0,29050,0,0,0,0,0,0,0,0,5467,0,0,0,0,1300,22283,0,0,0,0,0,160000,572136,456968,115168,94967,1,2022
1,1,1,1,34,6,1,1,3,1.0,1,672,0,460000,5,3436427,2191928,84624,86750,110697,147877,16274,133215,223524,75803,43555,0,0,333,0,0,0,0,0,0,5298,3333,0,0,0,30007,0,4583,0,0,0,0,457285,457285,0,812325,1,2022
1,1,1,1,28,6,1,1,4,1.0,4,800,200000,0,5,2956414,1954562,128823,1450,72483,214907,25143,70950,440037,67725,219767,3750,0,0,0,0,0,0,0,0,2083,3333,0,3833,60000,146767,0,0,0,0,0,0,457400,457400,0,255877,1,2022
1,1,1,1,33,5,1,1,8,1.0,4,400,100000,0,4,2495871,1859888,95505,162950,101583,104328,37973,63788,339161,78869,228746,12071,0,0,0,12833,0,0,0,3950,0,0,0,0,132500,63058,0,0,0,4333,0,0,478225,457725,20500,168759,1,2022
1,1,1,2,22,4,1,1,3,1.0,6,400,2500,0,4,2693292,2417789,94313,60550,230683,424138,35753,189148,336168,43251,290291,0,0,47333,0,0,0,0,0,0,11633,27750,2583,0,78200,102816,0,10975,8333,667,0,0,525758,459675,66083,187737,1,2022
2,1,1,1,33,4,1,1,3,4.0,6,460,5000,0,6,3127515,2874135,133297,221110,9500,609103,750,78805,986057,60355,226906,2500,0,155558,0,0,0,0,0,0,0,0,0,0,5750,61848,1250,0,0,0,0,0,497475,460225,37250,50778,1,2022
2,1,1,2,22,4,1,2,Z,,6,600,30000,0,1,2868807,2679027,143788,102200,166921,692990,84800,20558,105542,51749,686016,67800,0,140000,0,0,0,94000,0,22120,0,34492,68610,174170,23300,58664,0,0,0,2860,0,0,470347,460347,10000,154116,1,2022
1,1,1,2,29,4,1,1,3,1.0,1,350,0,68000,3,1480112,1223450,45053,0,250115,108392,19825,46373,119530,5000,19500,5500,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,460850,460850,0,148813,1,2022
1,1,1,1,26,6,1,1,3,1.0,4,550,110000,0,6,5909524,4610138,83460,6458,74074,121192,12692,13500,3253180,170830,72380,0,0,0,0,0,0,0,0,0,0,0,0,0,11440,43440,0,0,0,0,17500,0,462896,462896,0,339476,1,2022
1,1,1,2,29,6,1,1,3,1.0,4,900,90000,0,4,3674446,2505504,134714,8280,343249,118518,63984,172866,133935,59764,323232,0,0,49920,0,0,0,0,0,7100,0,0,94390,6600,3300,161922,0,0,0,0,0,67800,511166,462906,48260,567997,1,2022
2,1,1,2,30,6,1,1,2,5.0,1,600,0,165000,8,3325971,2822020,201243,37890,378406,168304,123869,112600,190370,102298,432441,1100,0,0,1266,0,0,0,0,800,3144,0,14161,0,233500,143308,0,31236,0,3925,0,120000,463737,463737,0,490863,1,2022
1,1,1,2,24,7,2,1,2,1.0,4,350,75000,0,3,1312216,1186033,88955,0,75322,73827,10843,63731,36447,39320,227969,3333,0,190610,0,0,0,0,0,0,0,0,0,0,6667,22992,0,4367,0,0,0,6000,463769,463769,0,99850,1,2022
1,1,1,2,30,6,1,1,2,1.0,4,425,100000,0,4,1643142,1233818,68773,21000,102921,145080,37543,36353,76937,61913,123110,0,0,0,0,0,0,0,0,0,0,0,0,0,102667,20110,0,0,0,333,0,0,463833,463833,0,96354,1,2022
1,1,1,2,25,6,4,1,4,2.0,6,320,2000,0,3,1591368,1462309,58004,4480,44600,403482,3178,115512,84946,0,104980,0,0,0,0,0,0,0,0,0,0,0,26180,58500,15800,4500,0,0,0,0,0,0,529051,465051,64000,114077,1,2022
1,1,1,2,24,6,1,1,2,1.0,6,372,5000,0,4,2840988,1982632,70558,12660,287736,472010,15460,37640,171624,44248,194578,18046,0,0,0,0,0,0,0,1380,0,0,0,0,83700,72200,0,0,0,19252,0,0,568164,466264,101900,107955,1,2022
